#virProtID	NCBI_ID
6118	YP_001531156.1
6119	YP_009055227.1
6120	YP_001531157.1
6121	YP_001531153.1
6122	YP_001531155.1
6123	YP_009055228.1
6124	YP_001531158.1
6125	NP_062890.1
6126	NP_062890.1
6127	YP_006491225.1
6128	NP_062890.1
6129	NP_062889.1
6130	NP_062890.1
6131	NP_062889.1
6132	NP_062889.1
6133	YP_006491225.1
6134	NP_062888.1
6135	NP_062890.1
6136	NP_062890.1
6137	NP_062888.1
6138	NP_062889.1
6139	YP_002790881.1
6140	YP_002790881.1
6141	YP_002790881.1
6142	YP_002790881.1
6143	YP_002790881.1
6144	YP_002790881.1
6145	YP_002790881.1
6146	YP_002790881.1
6147	YP_002790881.1
6148	YP_002790881.1
6149	YP_002790881.1
6150	YP_002790881.1
6151	YP_002790881.1
6152	YP_002790881.1
6153	ACQ82737.1
6154	ACQ82734.1
6155	ACQ82723.1
6156	ACQ82724.1
6157	ACQ82728.1
6158	ACQ82731.1
6159	ACQ82726.1
6160	ACQ82733.1
6161	ACQ82730.1
6162	ACQ82725.1
6163	ACQ82729.1
6164	ACQ82732.1
6165	ACQ82727.1
6166	ACQ82736.1
6167	ACQ82735.1
6168	NP_632021.2
6169	YP_006491233.1
6170	NP_740652.1
6171	YP_006491233.1
6172	NP_632022.1
6173	NP_632022.1
6174	NP_632021.2
6175	NP_632021.2
6176	NP_632022.1
6177	NP_632022.1
6178	NP_632022.1
6179	NP_632022.1
6180	NP_632021.2
6181	NP_632021.2
6182	NP_632022.1
6183	NP_051124.1
6184	NP_051124.1
6185	NP_051124.1
6186	NP_051124.1
6187	NP_051124.1
6188	NP_051124.1
6189	NP_051124.1
6190	NP_051124.1
6191	NP_051124.1
6192	YP_006485886.1
6193	NP_051124.1
6194	NP_051124.1
6195	YP_006485886.1
6196	NP_051124.1
6197	NP_051124.1
6198	ABD52398.1
6199	ABD52400.1
6200	ABD52391.1
6201	ABD52390.1
6202	ABD52386.1
6203	ABD52394.1
6204	ABD52392.1
6205	ABD52399.1
6206	ABD52395.1
6207	ABD52393.1
6208	ABD52389.1
6209	ABD52387.1
6210	ABD52397.1
6211	ABD52388.1
6212	ABD52385.1
6213	ABD52396.1
6214	NP_059434.1
6215	NP_059434.1
6216	NP_059434.1
6217	NP_059434.1
6218	NP_059434.1
6219	NP_059434.1
6220	NP_059434.1
6221	NP_059434.1
6222	NP_059434.1
6223	NP_059434.1
6224	NP_059434.1
6225	NP_059434.1
6226	NP_059434.1
6227	YP_006355435.1
6228	YP_006355435.1
6229	NP_059434.1
6230	YP_009008122.1
6231	YP_009008124.1
6232	YP_009008126.1
6233	YP_009008131.1
6234	YP_009008130.1
6235	YP_009008119.1
6236	YP_009008123.1
6237	YP_009008125.1
6238	YP_009008133.1
6239	YP_009008132.1
6240	YP_009008121.1
6241	YP_009008120.1
6242	YP_009008134.1
6243	YP_009008127.1
6244	YP_009008129.1
6245	YP_009008128.1
6246	NP_041724.2
6247	NP_041724.2
6248	NP_041724.2
6249	NP_041724.2
6250	NP_041724.2
6251	NP_041724.2
6252	NP_041724.2
6253	NP_041724.2
6254	NP_041724.2
6255	NP_041724.2
6256	NP_041724.2
6257	NP_041724.2
6258	NP_041724.2
6259	NP_041724.2
6260	YP_009164950.1
6261	YP_009164950.1
6262	ABC41566.1
6263	ABC41566.1
6264	ABC41566.1
6265	CAJ84484.1
6266	CAJ84484.1
6267	ABC41566.1
6268	CAJ84484.1
6269	CAJ84484.1
6270	CAJ84484.1
6271	ABC41566.1
6272	ABC41566.1
6273	CAJ84484.1
6274	CAJ84484.1
6275	CAJ84484.1
6276	ABC41566.1
6277	CAJ84484.1
6278	CAJ84484.1
6279	ABC41566.1
6280	ABC41566.1
6281	YP_001527885.1
6282	YP_001527877.1
6283	YP_006485883.2
6284	YP_001527877.1
6285	YP_001527877.1
6286	YP_009246337.1
6287	YP_001527877.1
6288	YP_001527877.1
6289	YP_001527877.1
6290	YP_001527877.1
6291	YP_001527877.1
6292	YP_001527877.1
6293	YP_001527877.1
6294	YP_001527877.1
6295	YP_001527877.1
6296	YP_001527877.1
6297	YP_006485883.2
6298	YP_001527877.1
6299	YP_009246337.1
6300	BAO96175.1
6301	BAO96171.1
6302	BAQ95572.1
6303	BAQ95576.1
6304	BAO96172.1
6305	BAQ95569.1
6306	BAQ95568.1
6307	BAJ06632.1
6308	BAQ95577.1
6309	BAQ95573.1
6310	BAO96179.1
6311	BAO96169.1
6312	BAQ95567.1
6313	BAQ95574.1
6314	BAJ06631.1
6315	BAJ06633.1
6316	BAO96170.1
6317	BAQ95570.1
6318	BAQ95571.1
6319	BAJ06634.1
6320	YP_173237.1
6321	YP_173239.1
6322	YP_173238.1
6323	YP_173236.1
6324	YP_173236.1
6325	YP_173242.1
6326	YP_173236.1
6327	YP_173236.1
6328	YP_173236.1
6329	YP_173236.1
6330	YP_173236.1
6331	YP_173243.1
6332	YP_173236.1
6333	YP_173241.1
6334	YP_173240.1
6335	YP_173236.1
6336	YP_173236.1
6337	YP_173236.1
6338	YP_173236.1
6339	YP_173236.1
6340	YP_173236.1
6341	YP_173236.1
6342	AAT84365.1
6343	AAT84366.1
6344	AAT84359.1
6345	AAT84359.1
6346	AAT84359.1
6347	AAT84361.1
6348	AAT84364.1
6349	AAT84359.1
6350	AAT84362.1
6351	AAT84359.1
6352	AAT84359.1
6353	AAT84359.1
6354	AAT84359.1
6355	AAT84359.1
6356	AAT84359.1
6357	AAT84359.1
6358	AAT84359.1
6359	AAT84359.1
6360	AAT84360.1
6361	AAT84363.1
6362	AAT84359.1
6363	AAT84359.1
6364	AAT84359.1
6365	NP_057849.4
6366	NP_579893.2
6367	NP_057856.1
6368	NP_057849.4
6369	NP_057849.4
6370	NP_057850.1
6371	NP_057852.2
6372	NP_057850.1
6373	NP_057854.1
6374	NP_057855.1
6375	NP_057850.1
6376	NP_057856.1
6377	NP_057850.1
6378	NP_057850.1
6379	NP_057850.1
6380	NP_057857.2
6381	YP_009028572.1
6382	NP_057849.4
6383	NP_057849.4
6384	NP_057849.4
6385	NP_057856.1
6386	NP_057850.1
6387	NP_057853.1
6388	NP_057849.4
6389	NP_057851.1
6390	YP_009047202.1
6391	YP_009047202.1
6392	YP_009047202.1
6393	YP_009047202.1
6394	YP_009047206.1
6395	YP_009047202.1
6396	YP_009047204.1
6397	YP_009047207.1
6398	YP_009047202.1
6399	YP_009047202.1
6400	YP_009047202.1
6401	YP_009047205.1
6402	YP_009047202.1
6403	YP_009047212.1
6404	YP_009047202.1
6405	YP_009047202.1
6406	YP_009047203.1
6407	YP_009047202.1
6408	YP_009047208.1
6409	YP_009047202.1
6410	YP_009047210.1
6411	YP_009047209.1
6412	YP_009047202.1
6413	YP_009047211.1
6414	YP_009047202.1
6415	CAA51895.1
6416	CAA51900.1
6417	CAA51882.1
6418	CAA51898.1
6419	CAA51901.1
6420	CAA51884.1
6421	CAA51896.1
6422	CAA51885.1
6423	CAA51877.1
6424	CAA51887.1
6425	CAA51878.1
6426	CAA51883.1
6427	CAA51889.1
6428	CAA51892.1
6429	CAA51897.1
6430	CAA51881.1
6431	CAA51890.1
6432	CAA51893.1
6433	CAA51886.1
6434	CAA51899.1
6435	CAA51879.1
6436	CAA51891.1
6437	CAA51902.1
6438	CAA51903.1
6439	CAA51880.1
6440	CAA51888.1
6441	CAA51894.1
6442	NP_828849.2
6443	NP_828856.1
6444	NP_828849.2
6445	NP_828849.2
6446	NP_828849.2
6447	NP_828854.1
6448	NP_828857.1
6449	NP_828859.1
6450	NP_828850.1
6451	NP_828849.2
6452	NP_849175.1
6453	NP_828855.1
6454	NP_828849.2
6455	NP_849176.1
6456	NP_828849.2
6457	NP_828849.2
6458	NP_828849.2
6459	NP_828852.2
6460	NP_828849.2
6461	NP_828853.1
6462	NP_828849.2
6463	NP_828849.2
6464	NP_828849.2
6465	NP_828850.1
6466	NP_828858.1
6467	NP_828851.1
6468	NP_849177.1
6469	NP_828849.2
6470	NP_828849.2
6471	ACQ91164.1
6472	ACQ91159.1
6473	ACQ91173.1
6474	ACQ91160.1
6475	ACQ91171.1
6476	ACQ91175.1
6477	ACQ91156.1
6478	ACQ91172.1
6479	ACQ91153.1
6480	ACQ91167.1
6481	ACQ91148.1
6482	ACQ91163.1
6483	ACQ91162.1
6484	ACQ91169.1
6485	ACQ91146.1
6486	ACQ91155.1
6487	ACQ91152.1
6488	ACQ91161.1
6489	ACQ91154.1
6490	ACQ91158.1
6491	ACQ91174.1
6492	ACQ91151.1
6493	ACQ91150.1
6494	ACQ91166.1
6495	ACQ91168.1
6496	ACQ91170.1
6497	ACQ91157.1
6498	ACQ91149.1
6499	ACQ91147.1
6500	ACQ91165.1
6501	AAS16268.1
6502	AAS16281.1
6503	AAS16269.2
6504	AAS16276.2
6505	AAS16271.1
6506	AAS16291.2
6507	AAS16290.1
6508	AAS16286.1
6509	AAS16270.1
6510	AAS16293.2
6511	AAS16278.2
6512	AAS16283.1
6513	AAS16292.1
6514	AAS16279.2
6515	AAS16274.2
6516	AAS16273.1
6517	AAS16275.2
6518	AAS16285.1
6519	AAS16282.2
6520	AAS16288.1
6521	AAS16294.2
6522	AAS16272.2
6523	AAS16289.2
6524	AAS16267.1
6525	AAS16284.2
6526	AAS16277.2
6527	AAS16287.2
6528	AAS16265.1
6529	AAS16280.2
6530	AAS16266.1
6531	ACH90461.1
6532	ACH90455.1
6533	ACH90439.1
6534	ACH90448.1
6535	ACH90452.1
6536	ACH90457.1
6537	ACH90433.1
6538	ACH90459.1
6539	ACH90436.1
6540	ACH90432.1
6541	ACH90456.1
6542	ACH90462.1
6543	ACH90434.1
6544	ACH90460.1
6545	ACH90454.1
6546	ACH90453.1
6547	ACH90437.1
6548	ACH90446.1
6549	ACH90450.1
6550	ACH90441.1
6551	ACH90443.1
6552	ACH90458.1
6553	ACH90440.1
6554	ACH90445.1
6555	ACH90435.1
6556	ACH90442.1
6557	ACH90438.1
6558	ACH90449.1
6559	ACH90463.1
6560	ACH90451.1
6561	ACH90444.1
6562	ACH90447.1
6563	AAX70940.1
6564	AAX70942.1
6565	AAX70946.1
6566	AAX70959.1
6567	AAX70948.1
6568	AAX70937.1
6569	AAX70943.1
6570	AAX70933.1
6571	AAX70939.1
6572	AAX70963.1
6573	AAX70952.1
6574	AAX70958.1
6575	AAX70944.1
6576	AAX70953.1
6577	AAX70934.1
6578	AAX70964.1
6579	AAX70961.1
6580	AAX70950.1
6581	AAX70955.1
6582	AAX70960.1
6583	AAX70956.1
6584	AAX70962.1
6585	AAX70935.1
6586	AAX70957.1
6587	AAX70949.1
6588	AAX70945.1
6589	AAX70941.1
6590	AAX70951.1
6591	AAX70936.1
6592	AAX70954.1
6593	AAX70947.1
6594	AAX70938.1
6595	ACV41298.1
6596	ACV41295.1
6597	ACV41293.1
6598	ACV41280.1
6599	ACV41286.1
6600	ACV41282.1
6601	ACV41291.1
6602	ACV41309.1
6603	ACV41305.1
6604	ACV41307.1
6605	ACV41294.1
6606	ACV41284.1
6607	ACV41281.1
6608	ACV41276.1
6609	ACV41297.1
6610	ACV41299.1
6611	ACV41285.1
6612	ACV41289.1
6613	ACV41300.1
6614	ACV41287.1
6615	ACV41277.1
6616	ACV41296.1
6617	ACV41279.1
6618	ACV41292.1
6619	ACV41304.1
6620	ACV41301.1
6621	ACV41288.1
6622	ACV41308.1
6623	ACV41303.1
6624	ACV41283.1
6625	ACV41302.1
6626	ACV41278.1
6627	ACV41290.1
6628	ACV41306.1
6629	CAO78637.1
6630	CAO78631.1
6631	CAO78636.1
6632	CAO78633.1
6633	CAO78655.1
6634	CAO78630.1
6635	CAO78645.1
6636	CAO78638.1
6637	CAO78624.1
6638	CAO78642.1
6639	CAO78628.1
6640	CAO78627.1
6641	CAO78653.1
6642	CAO78625.1
6643	CAO78635.1
6644	CAO78657.1
6645	CAO78651.1
6646	CAO78650.1
6647	CAO78634.1
6648	CAO78646.1
6649	CAO78639.1
6650	CAO78641.1
6651	CAO78640.1
6652	CAO78626.1
6653	CAO78656.1
6654	CAO78643.1
6655	CAO78632.1
6656	CAO78644.1
6657	CAO78652.1
6658	CAO78648.1
6659	CAO78649.1
6660	CAO78647.1
6661	CAO78629.1
6662	CAO78654.1
6663	AEK79933.1
6664	AEK79936.1
6665	AEK79929.1
6666	AEK79918.1
6667	AEK79927.1
6668	AEK79912.1
6669	AEK79932.1
6670	AEK79922.1
6671	AEK79941.1
6672	AEK79934.1
6673	AEK79908.1
6674	AEK79925.1
6675	AEK79938.1
6676	AEK79928.1
6677	AEK79939.1
6678	AEK79919.1
6679	AEK79915.1
6680	AEK79920.1
6681	AEK79917.1
6682	AEK79923.1
6683	AEK79921.1
6684	AEK79913.1
6685	AEK79911.1
6686	AEK79926.1
6687	AEK79930.1
6688	AEK79910.1
6689	AEK79916.1
6690	AEK79935.1
6691	AEK79924.1
6692	AEK79937.1
6693	AEK79940.1
6694	AEK79909.1
6695	AEK79931.1
6696	AEK79914.1
6697	NP_040858.1
6698	NP_040864.1
6699	NP_040881.1
6700	NP_040870.1
6701	NP_040869.1
6702	NP_040855.1
6703	NP_040862.1
6704	NP_040865.1
6705	NP_040848.1
6706	NP_040866.1
6707	NP_040876.1
6708	NP_040861.1
6709	NP_040878.2
6710	NP_040879.1
6711	NP_040853.1
6712	NP_040854.1
6713	NP_040871.1
6714	NP_040850.1
6715	NP_040845.1
6716	NP_040857.1
6717	NP_040860.1
6718	NP_040852.1
6719	NP_040872.1
6720	NP_040874.2
6721	NP_040867.1
6722	NP_040851.1
6723	NP_040875.1
6724	NP_040880.1
6725	NP_040856.1
6726	NP_040868.1
6727	NP_040873.1
6728	NP_040859.1
6729	NP_040863.1
6730	NP_040877.2
6731	ACZ92146.1
6732	ACZ92167.1
6733	ACZ92157.1
6734	ACZ92176.1
6735	ACZ92156.1
6736	ACZ92150.1
6737	ACZ92153.1
6738	ACZ92162.2
6739	ACZ92169.1
6740	ACZ92144.1
6741	ACZ92172.3
6742	ACZ92143.1
6743	ACZ92152.1
6744	ACZ92177.1
6745	ACZ92170.1
6746	ACZ92145.1
6747	ACZ92158.1
6748	ACZ92149.2
6749	ACZ92148.2
6750	ACZ92159.1
6751	ACZ92174.1
6752	ACZ92175.1
6753	ACZ92163.1
6754	ACZ92155.1
6755	ACZ92173.1
6756	ACZ92171.1
6757	ACZ92168.1
6758	ACZ92154.1
6759	ACZ92151.1
6760	ACZ92160.1
6761	ACZ92164.1
6762	ACZ92147.1
6763	ACZ92166.1
6764	ACZ92165.1
6765	ACZ92161.1
6766	ABK59087.1
6767	ABK59069.1
6768	ABK59057.1
6769	ABK59081.1
6770	ABK59065.1
6771	ABK59074.1
6772	ABK59072.1
6773	ABK59082.1
6774	ABK59059.1
6775	ABK59062.1
6776	ABK59076.1
6777	ABK59083.1
6778	ABK59067.1
6779	ABK59090.1
6780	ABK59086.1
6781	ABK59075.1
6782	ABK59077.1
6783	ABK59080.1
6784	ABK59084.1
6785	ABK59073.1
6786	ABK59079.1
6787	ABK59070.1
6788	ABK59061.1
6789	ABK59091.1
6790	ABK59078.1
6791	ABK59063.2
6792	ABK59089.1
6793	ABK59058.1
6794	ABK59066.1
6795	ABK59060.1
6796	ABK59068.1
6797	ABK59085.1
6798	ABK59088.1
6799	ABK59064.1
6800	ABK59071.1
6801	YP_007518318.1
6802	YP_007518334.1
6803	YP_007518325.1
6804	YP_007518324.1
6805	YP_007518330.1
6806	YP_007518315.1
6807	YP_007518332.1
6808	YP_007518333.1
6809	YP_007518340.1
6810	YP_007518309.1
6811	YP_007518341.1
6812	YP_007518337.1
6813	YP_007518328.1
6814	YP_007518339.1
6815	YP_007518308.1
6816	YP_007518311.1
6817	YP_007518314.1
6818	YP_007518317.1
6819	YP_007518329.1
6820	YP_007518326.1
6821	YP_007518331.1
6822	YP_007518320.1
6823	YP_007518338.1
6824	YP_007518327.1
6825	YP_007518323.1
6826	YP_007518310.1
6827	YP_007518342.1
6828	YP_007518322.1
6829	YP_007518313.1
6830	YP_007518335.1
6831	YP_007518312.1
6832	YP_007518336.1
6833	YP_007518321.1
6834	YP_007518319.1
6835	YP_007518316.1
6836	AP_000521.1
6837	AP_000504.1
6838	AP_000524.1
6839	AP_000531.1
6840	AP_000499.1
6841	AP_000505.1
6842	AP_000500.1
6843	AP_000512.1
6844	AP_000510.1
6845	AP_000509.1
6846	AP_000498.1
6847	AP_000508.1
6848	AP_000525.1
6849	AP_000506.1
6850	AP_000533.1
6851	AP_000501.1
6852	AP_000503.1
6853	AP_000523.1
6854	AP_000530.1
6855	AP_000528.1
6856	AP_000520.1
6857	AP_000502.1
6858	AP_000529.1
6859	AP_000517.1
6860	AP_000516.1
6861	AP_000532.1
6862	AP_000513.1
6863	AP_000526.1
6864	AP_000519.1
6865	AP_000522.1
6866	AP_000507.1
6867	AP_000527.1
6868	AP_000515.1
6869	AP_000514.1
6870	AP_000518.1
6871	AP_000511.1
6872	AP_000183.1
6873	AP_000194.1
6874	AP_000176.1
6875	AP_000190.1
6876	AP_000178.1
6877	AP_000165.1
6878	AP_000169.1
6879	AP_000170.1
6880	AP_000168.1
6881	AP_000196.1
6882	AP_000171.1
6883	AP_000193.1
6884	AP_000177.1
6885	AP_000182.1
6886	AP_000161.1
6887	AP_000162.1
6888	AP_000181.1
6889	AP_000163.1
6890	AP_000175.1
6891	AP_000189.1
6892	AP_000180.1
6893	AP_000166.1
6894	AP_000186.1
6895	AP_000187.1
6896	AP_000184.1
6897	AP_000191.1
6898	AP_000174.1
6899	AP_000172.1
6900	AP_000164.1
6901	AP_000173.1
6902	AP_000192.1
6903	AP_000167.1
6904	AP_000185.1
6905	AP_000188.1
6906	AP_000179.1
6907	AP_000195.1
6908	AP_000231.1
6909	AP_000224.1
6910	AP_000203.1
6911	AP_000209.1
6912	AP_000220.1
6913	AP_000216.1
6914	AP_000204.1
6915	AP_000228.1
6916	AP_000199.1
6917	AP_000226.1
6918	AP_000222.1
6919	AP_000207.1
6920	AP_000232.1
6921	AP_000202.1
6922	AP_000206.1
6923	AP_000215.1
6924	AP_000213.1
6925	AP_000205.1
6926	AP_000221.2
6927	AP_000227.1
6928	AP_000198.1
6929	AP_000212.1
6930	AP_000219.1
6931	AP_000208.1
6932	AP_000211.1
6933	AP_000201.1
6934	AP_000214.1
6935	AP_000230.1
6936	AP_000200.1
6937	AP_000223.1
6938	AP_000210.1
6939	AP_000218.1
6940	AP_000217.1
6941	AP_000229.1
6942	AP_000197.1
6943	AP_000225.1
6944	ABK35038.1
6945	ABK35044.2
6946	ABK35037.1
6947	ABK35031.1
6948	ABK35050.1
6949	ABK35040.1
6950	ABK35039.1
6951	ABK35034.1
6952	ABK35063.1
6953	ABK35058.1
6954	ABK35042.1
6955	ABK35061.1
6956	ABK35059.1
6957	ABK35062.1
6958	ABK35052.1
6959	ABK35056.1
6960	ABK35030.1
6961	ABK35047.1
6962	ABK35043.1
6963	ABK35057.1
6964	ABK35036.1
6965	ABK35055.1
6966	ABK35033.1
6967	ABK35053.2
6968	ABK35048.1
6969	ABK35041.1
6970	ABK35045.1
6971	ABK35051.1
6972	ABK35046.1
6973	ABK35064.1
6974	ABK35054.1
6975	ABK35035.1
6976	ABK35060.1
6977	ABK35049.1
6978	ABK35032.1
6979	ABK35065.1
6980	YP_003038617.1
6981	YP_003038631.1
6982	YP_003038611.1
6983	YP_003038602.1
6984	YP_003038614.1
6985	YP_003038605.1
6986	YP_003038609.1
6987	YP_003038599.1
6988	YP_003038620.1
6989	YP_003038612.1
6990	YP_003038606.1
6991	YP_003038603.1
6992	YP_003038632.1
6993	YP_003038623.1
6994	YP_003038597.1
6995	YP_003038601.1
6996	YP_003038607.1
6997	YP_003038619.1
6998	YP_003038598.1
6999	YP_003038613.1
7000	YP_003038610.1
7001	YP_003038630.1
7002	YP_003038600.1
7003	YP_003038616.1
7004	YP_003038629.1
7005	YP_003038628.1
7006	YP_003038626.1
7007	YP_003038621.1
7008	YP_003038604.1
7009	YP_003038627.1
7010	YP_003038618.1
7011	YP_003038615.1
7012	YP_003038624.1
7013	YP_003038608.1
7014	YP_003038625.1
7015	YP_003038622.1
7016	ADM66129.1
7017	ADM66135.1
7018	ADM66110.1
7019	ADM66128.1
7020	ADM66118.1
7021	ADM66120.1
7022	ADM66109.1
7023	ADM66127.1
7024	ADM66136.1
7025	ADM66112.1
7026	ADM66107.1
7027	ADM66114.1
7028	ADM66134.1
7029	ADM66137.1
7030	ADM66121.1
7031	ADM66125.1
7032	ADM66116.1
7033	ADM66123.1
7034	ADM66105.1
7035	ADM66131.1
7036	ADM66117.1
7037	ADM66108.1
7038	ADM66103.1
7039	ADM66111.1
7040	ADM66122.1
7041	ADM66115.1
7042	ADM66113.1
7043	ADM66126.1
7044	ADM66104.1
7045	ADM66130.1
7046	ADM66102.1
7047	ADM66106.1
7048	ADM66133.1
7049	ADM66124.1
7050	ADM66132.1
7051	ADM66119.1
7052	BAM66695.1
7053	BAM66670.1
7054	BAM66687.1
7055	BAM66696.1
7056	BAM66700.1
7057	BAM66674.1
7058	BAM66690.1
7059	BAM66692.1
7060	BAM66701.1
7061	BAM66676.1
7062	BAM66680.1
7063	BAM66693.1
7064	BAM66702.1
7065	BAM66678.1
7066	BAM66675.1
7067	BAM66673.1
7068	BAM66699.1
7069	BAM66689.1
7070	BAM66679.1
7071	BAM66677.1
7072	BAM66688.1
7073	BAM66672.1
7074	BAM66686.1
7075	BAM66691.1
7076	BAM66703.1
7077	BAM66698.1
7078	BAM66682.1
7079	BAM66684.1
7080	BAM66669.1
7081	BAM66671.1
7082	BAM66704.1
7083	BAM66681.1
7084	BAM66694.1
7085	BAM66683.1
7086	BAM66697.1
7087	BAM66685.1
7088	BAH18793.1
7089	BAH18776.1
7090	BAH18774.1
7091	BAH18789.1
7092	BAH18802.1
7093	BAH18777.1
7094	BAH18769.1
7095	BAH18782.1
7096	BAH18772.1
7097	BAH18794.1
7098	BAH18780.1
7099	BAH18801.1
7100	BAH18778.1
7101	BAH18787.1
7102	BAH18790.1
7103	BAH18773.1
7104	BAH18795.1
7105	BAH18799.1
7106	BAH18797.1
7107	BAH18788.1
7108	BAH18783.1
7109	BAH18804.1
7110	BAH18775.1
7111	BAH18771.1
7112	BAH18770.1
7113	BAH18779.1
7114	BAH18796.1
7115	BAH18798.1
7116	BAH18792.1
7117	BAH18781.1
7118	BAH18803.1
7119	BAH18785.1
7120	BAH18784.1
7121	BAH18791.1
7122	BAH18800.1
7123	BAH18786.1
7124	ACR81627.1
7125	ACR81624.1
7126	ACR81629.1
7127	ACL13149.1
7128	ACR81605.1
7129	ACR81611.1
7130	ACR81610.1
7131	ACR81602.1
7132	ACL13148.1
7133	ACL13145.2
7134	ACR81625.1
7135	ACR81628.1
7136	ACR81614.1
7137	ACR81626.1
7138	ACR81607.1
7139	ACR81623.1
7140	ACL13146.1
7141	ACR81620.1
7142	ACL13147.2
7143	ACR81606.1
7144	ACR81604.1
7145	ACR81631.1
7146	ACR81608.1
7147	ACR81618.1
7148	ACR81616.1
7149	ACR81621.1
7150	ACR81630.1
7151	ACR81615.1
7152	ACR81601.1
7153	ACR81603.1
7154	ACR81609.1
7155	ACR81612.1
7156	ACR81619.1
7157	ACR81622.1
7158	ACL13144.2
7159	ACR81617.1
7160	ACR81613.1
7161	AGW47862.1
7162	AGW47830.1
7163	AGW47865.1
7164	AGW47863.1
7165	AGW47842.1
7166	AGW47831.1
7167	AGW47855.1
7168	AGW47843.1
7169	AGW47835.1
7170	AGW47861.1
7171	AGW47836.1
7172	AGW47856.1
7173	AGW47838.1
7174	AGW47864.1
7175	AGW47849.1
7176	AGW47860.1
7177	AGW47829.1
7178	AGW47851.1
7179	AGW47844.1
7180	AGW47850.1
7181	AGW47853.1
7182	AGW47848.1
7183	AGW47859.1
7184	AGW47837.1
7185	AGW47839.1
7186	AGW47846.1
7187	AGW47833.1
7188	AGW47847.1
7189	AGW47840.1
7190	AGW47832.1
7191	AGW47845.1
7192	AGW47857.1
7193	AGW47854.1
7194	AGW47841.1
7195	AGW47858.1
7196	AGW47852.1
7197	AGW47834.1
7198	AP_000596.1
7199	AP_000578.1
7200	AP_000582.1
7201	AP_000598.1
7202	AP_000594.1
7203	AP_000575.1
7204	AP_000590.1
7205	AP_000584.1
7206	AP_000585.1
7207	AP_000589.1
7208	AP_000600.1
7209	AP_000583.1
7210	AP_000603.1
7211	AP_000595.1
7212	AP_000580.1
7213	AP_000599.1
7214	AP_000591.1
7215	AP_000577.1
7216	AP_000592.1
7217	AP_000579.1
7218	AP_000571.1
7219	AP_000604.1
7220	AP_000602.1
7221	AP_000576.1
7222	AP_000601.1
7223	AP_000573.1
7224	AP_000572.1
7225	AP_000606.1
7226	AP_000586.1
7227	AP_000587.1
7228	AP_000597.1
7229	AP_000581.1
7230	AP_000605.1
7231	AP_000574.1
7232	AP_000607.1
7233	AP_000593.1
7234	AP_000588.1
7235	ACU57010.1
7236	ACU57036.1
7237	ACU57009.1
7238	ACU57012.1
7239	ACU57002.1
7240	ACU57015.1
7241	ACU57038.1
7242	ACU57030.1
7243	ACU57029.1
7244	ACU57034.1
7245	ACU57008.1
7246	ACU57022.1
7247	ACU57023.1
7248	ACU57032.1
7249	ACU57005.1
7250	ACU57035.1
7251	ACU57018.1
7252	ACU57033.1
7253	ACU57011.1
7254	ACU57031.1
7255	ACU57027.1
7256	ACU57028.1
7257	ACU57013.1
7258	ACU57003.1
7259	ACU57026.1
7260	ACU57006.1
7261	ACU57020.1
7262	ACU57007.1
7263	ACU57021.1
7264	ACU57025.1
7265	ACU57017.1
7266	ACU57014.1
7267	ACU57016.1
7268	ACU57004.1
7269	ACU57037.1
7270	ACU57024.1
7271	ACU57019.1
7272	AEV92966.1
7273	AEV92956.1
7274	AEV92974.1
7275	AEV92959.1
7276	AEV92969.1
7277	AEV92961.1
7278	AEV92986.1
7279	AEV92965.1
7280	AEV92972.1
7281	AEV92975.1
7282	AEV92967.1
7283	AEV92953.1
7284	AEV92976.1
7285	AEV92971.1
7286	AEV92981.1
7287	AEV92952.1
7288	AEV92987.1
7289	AEV92979.1
7290	AEV92988.1
7291	AEV92968.1
7292	AEV92963.1
7293	AEV92957.1
7294	AEV92962.1
7295	AEV92977.1
7296	AEV92964.1
7297	AEV92954.1
7298	AEV92973.1
7299	AEV92984.1
7300	AEV92978.1
7301	AEV92970.1
7302	AEV92983.1
7303	AEV92958.1
7304	AEV92955.1
7305	AEV92985.1
7306	AEV92980.1
7307	AEV92982.1
7308	AEV92960.1
7309	AP_000537.1
7310	AP_000561.1
7311	AP_000560.1
7312	AP_000544.1
7313	AP_000557.1
7314	AP_000558.1
7315	AP_000536.1
7316	AP_000569.1
7317	AP_000570.1
7318	AP_000546.1
7319	AP_000543.1
7320	AP_000563.1
7321	AP_000541.1
7322	AP_000545.1
7323	AP_000549.1
7324	AP_000565.1
7325	AP_000562.1
7326	AP_000566.1
7327	AP_000538.1
7328	AP_000559.1
7329	AP_000553.1
7330	AP_000542.1
7331	AP_000551.1
7332	AP_000564.1
7333	AP_000550.1
7334	AP_000535.1
7335	AP_000554.1
7336	AP_000552.1
7337	AP_000540.1
7338	AP_000567.1
7339	AP_000539.1
7340	AP_000534.1
7341	AP_000548.1
7342	AP_000556.1
7343	AP_000555.1
7344	AP_000547.1
7345	AP_000568.1
7346	BAO53857.1
7347	BAO53852.1
7348	BAO53844.1
7349	BAO53850.1
7350	BAO53835.1
7351	BAO53830.1
7352	BAO53843.1
7353	BAO53866.1
7354	BAO53863.1
7355	BAO53833.1
7356	BAO53838.1
7357	BAO53851.1
7358	BAO53864.1
7359	BAO53858.1
7360	BAO53862.1
7361	BAO53845.1
7362	BAO53832.1
7363	BAO53853.1
7364	BAO53836.1
